/disk2/plk/wav2vec/dataset
l2/YBAA/wav/arctic_b0083.wav	59966
l2/YBAA/wav/arctic_a0257.wav	45704
l2/YBAA/wav/arctic_a0079.wav	20000
l2/YBAA/wav/arctic_a0006.wav	61700
l2/YBAA/wav/arctic_a0107.wav	36000
l2/YBAA/wav/arctic_a0064.wav	55200
l2/YBAA/wav/arctic_a0054.wav	23040
l2/YBAA/wav/arctic_b0425.wav	79680
l2/YBAA/wav/arctic_b0438.wav	74185
l2/YBAA/wav/arctic_a0441.wav	70240
l2/YBAA/wav/arctic_a0030.wav	19360
l2/YBAA/wav/arctic_b0016.wav	62160
l2/YBAA/wav/arctic_a0112.wav	27520
l2/YBAA/wav/arctic_a0105.wav	54453
l2/YBAA/wav/arctic_a0025.wav	57568
l2/YBAA/wav/arctic_a0127.wav	56242
l2/YBAA/wav/arctic_a0098.wav	17928
l2/YBAA/wav/arctic_a0026.wav	61542
l2/YBAA/wav/arctic_a0024.wav	81920
l2/YBAA/wav/arctic_a0020.wav	59174
l2/YBAA/wav/arctic_a0028.wav	47578
l2/YBAA/wav/arctic_a0548.wav	60320
l2/YBAA/wav/arctic_b0452.wav	51680
l2/YBAA/wav/arctic_b0495.wav	74478
l2/YBAA/wav/arctic_a0011.wav	56320
l2/YBAA/wav/arctic_a0078.wav	69317
l2/YBAA/wav/arctic_a0101.wav	47277
l2/YBAA/wav/arctic_a0039.wav	57120
l2/YBAA/wav/arctic_b0434.wav	87327
l2/YBAA/wav/arctic_a0041.wav	54720
l2/YBAA/wav/arctic_a0008.wav	56101
l2/YBAA/wav/arctic_a0116.wav	79040
l2/YBAA/wav/arctic_a0081.wav	40160
l2/YBAA/wav/arctic_a0045.wav	46720
l2/YBAA/wav/arctic_a0053.wav	55409
l2/YBAA/wav/arctic_a0426.wav	58720
l2/YBAA/wav/arctic_a0031.wav	42720
l2/YBAA/wav/arctic_a0136.wav	81920
l2/YBAA/wav/arctic_a0018.wav	23364
l2/YBAA/wav/arctic_a0125.wav	70758
l2/YBAA/wav/arctic_b0367.wav	60016
l2/YBAA/wav/arctic_a0019.wav	52993
l2/YBAA/wav/arctic_a0047.wav	71520
l2/YBAA/wav/arctic_b0310.wav	55200
l2/YBAA/wav/arctic_b0455.wav	67210
l2/YBAA/wav/arctic_a0022.wav	74990
l2/YBAA/wav/arctic_a0063.wav	39520
l2/YBAA/wav/arctic_a0529.wav	52800
l2/YBAA/wav/arctic_a0128.wav	54560
l2/YBAA/wav/arctic_b0324.wav	65413
l2/YBAA/wav/arctic_b0150.wav	102155
l2/YBAA/wav/arctic_a0036.wav	29920
l2/YBAA/wav/arctic_a0099.wav	36417
l2/YBAA/wav/arctic_b0469.wav	51520
l2/YBAA/wav/arctic_b0490.wav	69838
l2/YBAA/wav/arctic_a0108.wav	67360
l2/YBAA/wav/arctic_a0111.wav	60014
l2/YBAA/wav/arctic_a0076.wav	51200
l2/YBAA/wav/arctic_a0106.wav	88640
l2/YBAA/wav/arctic_b0428.wav	95700
l2/YBAA/wav/arctic_b0494.wav	65600
l2/YBAA/wav/arctic_a0102.wav	19423
l2/YBAA/wav/arctic_a0051.wav	61985
l2/YBAA/wav/arctic_a0075.wav	40000
l2/YBAA/wav/arctic_a0082.wav	31200
l2/YBAA/wav/arctic_a0040.wav	40000
l2/YBAA/wav/arctic_a0060.wav	36497
l2/YBAA/wav/arctic_a0131.wav	61120
l2/YBAA/wav/arctic_a0109.wav	49805
l2/YBAA/wav/arctic_a0126.wav	54667
l2/YBAA/wav/arctic_b0413.wav	67872
l2/YBAA/wav/arctic_a0103.wav	51220
l2/YBAA/wav/arctic_a0095.wav	59387
l2/YBAA/wav/arctic_a0065.wav	52960
l2/YBAA/wav/arctic_a0501.wav	60480
l2/YBAA/wav/arctic_a0003.wav	64707
l2/YBAA/wav/arctic_a0090.wav	30720
l2/YBAA/wav/arctic_a0117.wav	79840
l2/YBAA/wav/arctic_a0029.wav	48143
l2/YBAA/wav/arctic_b0518.wav	75786
l2/YBAA/wav/arctic_a0037.wav	38180
l2/YBAA/wav/arctic_a0062.wav	39520
l2/YBAA/wav/arctic_a0137.wav	41760
l2/YBAA/wav/arctic_a0005.wav	32451
l2/YBAA/wav/arctic_a0129.wav	39996
l2/YBAA/wav/arctic_b0461.wav	70560
l2/YBAA/wav/arctic_a0067.wav	39575
l2/YBAA/wav/arctic_a0139.wav	101120
l2/YBAA/wav/arctic_b0307.wav	73621
l2/YBAA/wav/arctic_a0096.wav	57146
l2/YBAA/wav/arctic_a0100.wav	28573
l2/YBAA/wav/arctic_a0120.wav	62720
l2/YBAA/wav/arctic_b0506.wav	92141
